reference_id,paper_id
413395130,250134295
413395130,129089105
250134295,170778482
250134295,223145186
250134295,359043969
250134295,207646949
250134295,413399753
56158074,131314942
56158074,371364408
56158074,233701478
56158074,177124750
56158074,124536124
56158074,119369067
56158074,451084519
56158074,195468185
56158074,78506303
56158074,377022227
56158074,170948535
56158074,133054915
56158074,488705143
56158074,67578276
56158074,333453298
56158074,371353083
56158074,380772272
56158074,40973539
56158074,277368814
56158074,213486188
56158074,140051670
56158074,246503408
56158074,447537559
56158074,416637049
56158074,323472725
56158074,320351921
56158074,178274178
56158074,218070601
56158074,347859748
56158074,342726762
56158074,439797628
56158074,413736799
56158074,235248063
56158074,111004348
56158074,277047294
56158074,266280397
56158074,310720514
56158074,236519
56158074,87036626
56158074,174040189
56158074,448754659
56158074,159788951
56158074,226967460
56158074,447488639
56158074,112463505
56158074,350549238
56158074,100812405
56158074,317900958
56158074,178985890
56158074,355361690
56158074,409525572
56158074,175534916
56158074,174993200
56158074,141680717
56158074,49511182
56158074,78079664
56158074,174803983
56158074,461324826
56158074,406626961
56158074,456800154
56158074,174480880
56158074,380141167
56158074,419084527
56158074,116100690
56158074,298528611
56158074,209456479
56158074,175744500
56158074,41596841
56158074,167424856
56158074,470393966
56158074,476958032
56158074,224699568
56158074,497638394
56158074,140033032
56158074,376359675
56158074,13412926
56158074,446014114
56158074,405558174
56158074,495572328
56158074,428831965
56158074,431751973
56158074,219591865
56158074,224735985
56158074,304554155
56158074,172638086
56158074,464337706
56158074,480628773
56158074,142097580
56158074,232845160
56158074,369164322
56158074,70183299
56158074,107905421
56158074,30622490
56158074,122770981
56158074,476944356
56158074,407234802
56158074,476375118
56158074,209907235
56158074,71032481
56158074,430590761
56158074,184957496
56158074,331444902
56158074,489451901
56158074,285979688
56158074,460427752
56158074,474438971
56158074,448195883
56158074,371754690
56158074,449761302
56158074,213733338
56158074,375581645
56158074,276803866
56158074,338150104
56158074,478112709
56158074,30074539
56158074,369625327
56158074,25039545
56158074,181779284
56158074,179758422
56158074,498674733
56158074,462212801
56158074,381741230
56158074,268525242
56158074,348547237
56158074,78226498
56158074,435412080
56158074,459342698
56158074,36418335
56158074,47765970
56158074,106018413
56158074,411762321
56158074,330106198
56158074,175803143
56158074,79315068
56158074,312548281
56158074,448463226
56158074,469287307
56158074,4970137
56158074,460678421
56158074,226393681
56158074,464405071
56158074,43860944
56158074,281009280
56158074,196192702
56158074,261491103
56158074,17225699
56158074,270316307
56158074,343070859
56158074,102136776
56158074,356320090
56158074,470497740
56158074,358344491
56158074,362787022
56158074,488281762
56158074,349581743
56158074,167103231
56158074,346111180
56158074,422346974
56158074,196467614
56158074,342697538
56158074,154629616
56158074,165113563
56158074,44242969
56158074,299289738
56158074,479068223
56158074,16181864
56158074,225879210
56158074,467856037
56158074,45236173
56158074,246321146
56158074,42269625
56158074,232826137
56158074,492589215
56158074,186422046
56158074,262113516
56158074,486476301
56158074,156227470
56158074,482787913
56158074,122813904
56158074,132243814
56158074,54546774
56158074,343596577
56158074,106614677
56158074,493856631
56158074,469230341
56158074,234944974
56158074,7199336
56158074,314189508
56158074,262965121
56158074,300928523
56158074,485000921
56158074,115742010
56158074,419303123
56158074,115713550
56158074,100502644
56158074,340981433
56158074,172926658
56158074,246241326
56158074,242671759
56158074,168923960
56158074,142537969
56158074,33108797
56158074,419227037
56158074,237140905
56158074,259915742
56158074,156144845
56158074,102264861
56158074,464951024
56158074,264900883
56158074,345468922
56158074,278118374
56158074,53884400
56158074,166639258
56158074,227817061
56158074,429252159
56158074,66258974
56158074,409519914
56158074,388315598
56158074,94850187
56158074,307495771
56158074,327634209
56158074,390408061
56158074,61542619
56158074,480328556
56158074,397792022
56158074,287767444
56158074,199174740
56158074,445158777
56158074,143796076
56158074,71901500
56158074,226375045
56158074,190613600
56158074,312078886
56158074,309515590
56158074,32466661
56158074,149840940
56158074,99133574
56158074,498346259
56158074,141787477
56158074,255605275
56158074,273740323
56158074,105119299
56158074,271652539
56158074,370865290
56158074,41599441
56158074,497199802
56158074,343846069
56158074,310748075
56158074,344801636
56158074,298079584
56158074,99149664
56158074,389706027
56158074,192301168
56158074,346714764
56158074,153008484
56158074,240460289
56158074,126299115
56158074,139517998
56158074,210058270
56158074,31925537
56158074,38641180
56158074,64207229
56158074,62985268
56158074,389275440
56158074,335485940
56158074,12706831
56158074,82449750
56158074,337327704
56158074,41212548
56158074,467588902
56158074,284930160
56158074,361948940
56158074,362933216
56158074,403459125
56158074,76782396
56158074,346136823
56158074,386256034
56158074,116663735
56158074,429414517
56158074,238981580
56158074,433795596
56158074,58848188
56158074,230088532
56158074,313317370
56158074,33102389
56158074,312183488
56158074,36397763
56158074,461162941
56158074,240804889
56158074,439400645
56158074,113129703
56158074,115670411
56158074,394009567
56158074,375586856
56158074,31420164
56158074,117586564
56158074,25843438
56158074,97628017
56158074,380433166
56158074,131345766
56158074,347123082
56158074,443936313
56158074,341255419
56158074,77243463
56158074,420856849
56158074,418389450
56158074,420005205
